id,english,translation
0x9931E984,"Eunkyoung Lee Swearingen","< 번역 누락 : 0x9931E984 >"
0x9931E985,"Ferry Brands","< 번역 누락 : 0x9931E985 >"
0x9931E986,"Gareth Foster","< 번역 누락 : 0x9931E986 >"
0x9931E987,"Gino Castro","< 번역 누락 : 0x9931E987 >"
0x9931E988,"Gloria Valadez","< 번역 누락 : 0x9931E988 >"
0x9931E989,"G-Net Media","< 번역 누락 : 0x9931E989 >"
0x9931E98A,"Greg Burton","< 번역 누락 : 0x9931E98A >"
0x9931E98B,"Greg Gervin","< 번역 누락 : 0x9931E98B >"
0x9932E9C1,"Guy and Ryan of Pape Meat Co.","< 번역 누락 : 0x9932E9C1 >"
0x9932E9C2,"Hammer Creative Advertising","< 번역 누락 : 0x9932E9C2 >"
0x9932E9C3,"Hans Moe","< 번역 누락 : 0x9932E9C3 >"
0x9932E9C4,"Henrik Jurgens","< 번역 누락 : 0x9932E9C4 >"
0x9932E9C5,"Ian Freitas","< 번역 누락 : 0x9932E9C5 >"
0x9932E9C6,"Image Comics","< 번역 누락 : 0x9932E9C6 >"
0x9932E9C7,"Inna Chizkova","< 번역 누락 : 0x9932E9C7 >"
0x9932E9C8,"Ivan Kako","< 번역 누락 : 0x9932E9C8 >"
0x9932E9C9,"Jaap Tuinman","< 번역 누락 : 0x9932E9C9 >"
0x9932E9CA,"Jacob and Matthew Wrede","< 번역 누락 : 0x9932E9CA >"
0x9933EA00,"Jake Ushijima","< 번역 누락 : 0x9933EA00 >"
0x9933EA01,"Jacquelou DeGuzman","< 번역 누락 : 0x9933EA01 >"
0x9933EA02,"Jason Byrum","< 번역 누락 : 0x9933EA02 >"
0x9933EA03,"Jason Woodward","< 번역 누락 : 0x9933EA03 >"
0x9933EA04,"Jasper & Sabina","< 번역 누락 : 0x9933EA04 >"
0x9933EA05,"Jennifer Martin","< 번역 누락 : 0x9933EA05 >"
0x9933EA06,"Jenny","< 번역 누락 : 0x9933EA06 >"
0x9933EA07,"Jesse Dishart","< 번역 누락 : 0x9933EA07 >"
0x9933EA08,"Joe Keatinge","< 번역 누락 : 0x9933EA08 >"
0x9933EA09,"Joe Reeder, Bri and Zie","< 번역 누락 : 0x9933EA09 >"
0x9934EA3F,"John Burns","< 번역 누락 : 0x9934EA3F >"
0x9934EA40,"John Sicat","< 번역 누락 : 0x9934EA40 >"
0x9934EA41,"Josh Marguilies","< 번역 누락 : 0x9934EA41 >"
0x9934EA42,"JP Dolan","< 번역 누락 : 0x9934EA42 >"
0x9934EA43,"Julie Pitts","< 번역 누락 : 0x9934EA43 >"
0x9934EA44,"Justine Boler","< 번역 누락 : 0x9934EA44 >"
0x9934EA45,"Kai, Crystal, and Mom","< 번역 누락 : 0x9934EA45 >"
0x9934EA46,"Kevin Carney","< 번역 누락 : 0x9934EA46 >"
0x9934EA47,"Kevin Patterson","< 번역 누락 : 0x9934EA47 >"
0x9934EA48,"Ktamas Kovats","< 번역 누락 : 0x9934EA48 >"
0x9935EA7E,"For my love, my all - Liliana and Alyssa Condrey","< 번역 누락 : 0x9935EA7E >"
0x9935EA7F,"Laura Papoutsis","< 번역 누락 : 0x9935EA7F >"
0x9935EA80,"Liana Kishi, Tyler Leong, Tegan Leong","< 번역 누락 : 0x9935EA80 >"
0x9935EA81,"Lidia Zalewska","< 번역 누락 : 0x9935EA81 >"
0x9935EA82,"Lily and Ian","< 번역 누락 : 0x9935EA82 >"
0x9935EA83,"Linda McCulloch","< 번역 누락 : 0x9935EA83 >"
0x9935EA84,"Lohan & Alejandro","< 번역 누락 : 0x9935EA84 >"
0x9935EA85,"Lorna and Zoe","< 번역 누락 : 0x9935EA85 >"
0x9935EA86,"Margrethe and Little Miss","< 번역 누락 : 0x9935EA86 >"
0x9935EA87,"Mariann Tam","< 번역 누락 : 0x9935EA87 >"
0x9936EABD,"Mario Valle","< 번역 누락 : 0x9936EABD >"
0x9936EABE,"Markus Koenig","< 번역 누락 : 0x9936EABE >"
0x9936EABF,"Marlo, Maya and Justin","< 번역 누락 : 0x9936EABF >"
0x9936EAC0,"Martin Brundin","< 번역 누락 : 0x9936EAC0 >"
0x9936EAC1,"Melody and Leoni Mai","< 번역 누락 : 0x9936EAC1 >"
0x9936EAC2,"Michael Galli","< 번역 누락 : 0x9936EAC2 >"
0x9936EAC3,"Michael Herst","< 번역 누락 : 0x9936EAC3 >"
0x9936EAC4,"Mohamed A. Fattouh","< 번역 누락 : 0x9936EAC4 >"
0x9936EAC5,"Molly Ten Broeck","< 번역 누락 : 0x9936EAC5 >"
0x9936EAC6,"Monique, Benjamin, and Ryan","< 번역 누락 : 0x9936EAC6 >"
0x99415900,"+ 100","< 번역 누락 : 0x99415900 >"
0x99480144,"ACCESS DENIED","< 번역 누락 : 0x99480144 >"
0x996C4811,"DESTROY THE BARRICADE","방어벽을 파괴하라"
0x997A56E6,"The CEC would like to thank you for visiting the USG Ishimura, the flagship of our fleet.  Information on investment opportunities and company policy can be found in the brochure provided.  Concordance Extraction Company - Powering Humanity Into the Future.","< 번역 누락 : 0x997A56E6 >"
0x997A56E7,"Safety and Resource Conservation are our primary concerns at CEC.  We pride ourselves in our 98% Redistribution Rate of food, waste, and energy, the highest of any interplanetary mining corporation.  And we have received a Platinum rating by the Department of Worker's Safety seven years in a row.","< 번역 누락 : 0x997A56E7 >"
0x997A56E8,"Quality of life is important to us here at CEC.  We strive to provide a healthy work-life balance for our employees, and we offer a wide range of services to assist them in every aspect of their lives.  From financial counseling to health and legal benefits, we want our employees to be happy, healthy, and productive.","< 번역 누락 : 0x997A56E8 >"
0x997B5725,"Make us whole again.","우리 다시 하나로…"
0x99805891,"Make us whole again","< 번역 누락 : 0x99805891 >"
0x99805892,"Make us whole again.","우리 다시 하나로…"
0x9984ADE6,"CENTRIFUGE ACTIVATED","원 심 분 리 기 작 동"
0x99AC6330,"Welcome CEC employee to the USG Ishimura. ","< 번역 누락 : 0x99AC6330 >"
0x99BE3F59,"Josh Pierson","< 번역 누락 : 0x99BE3F59 >"
0x9A060C36,"Sign In","< 번역 누락 : 0x9A060C36 >"
0x9A2FC24C,"Weapon Slot Left","무 기 칸 왼 쪽"
0x9A349C95,"Cursor Right","오 른 쪽"
0x9A782F0F,"SPEED","속 도"
0x9AEA1E49,"MISSION","임 무"
0x9B157184,"Character Art Lead","< 번역 누락 : 0x9B157184 >"
0x9B5048AB,"Moreno Family, Marcus, James and Al","< 번역 누락 : 0x9B5048AB >"
0x9B5048AC,"My love, Diana for all her patience!","< 번역 누락 : 0x9B5048AC >"
0x9B5048AD,"My SUPER PREGNANT & patient wife Lani","< 번역 누락 : 0x9B5048AD >"
0x9B5048AE,"My wife Brenda","< 번역 누락 : 0x9B5048AE >"
0x9B5048AF,"My wonderful wife Jodi","< 번역 누락 : 0x9B5048AF >"
0x9B5048B0,"Nelly Kind","< 번역 누락 : 0x9B5048B0 >"
0x9B5048B1,"Nessa","< 번역 누락 : 0x9B5048B1 >"
0x9B5048B2,"Nikolaos Maniatis","< 번역 누락 : 0x9B5048B2 >"
0x9B5048B3,"Nile","< 번역 누락 : 0x9B5048B3 >"
0x9B5048B4,"Ondraus Jenkins","< 번역 누락 : 0x9B5048B4 >"
0x9B5148EA,"Orsolya Kasza","< 번역 누락 : 0x9B5148EA >"
0x9B5148EB,"Pat O'Brien","< 번역 누락 : 0x9B5148EB >"
0x9B5148EC,"Paul Hill","< 번역 누락 : 0x9B5148EC >"
0x9B5148ED,"Rachael, Lily, and Hamish","< 번역 누락 : 0x9B5148ED >"
0x9B5148EE,"Renata Kloch","< 번역 누락 : 0x9B5148EE >"
0x9B5148EF,"Rik Dimond","< 번역 누락 : 0x9B5148EF >"
0x9B5148F0,"Robert Villaluz","< 번역 누락 : 0x9B5148F0 >"
0x9B5148F1,"Sara Sprinkles","< 번역 누락 : 0x9B5148F1 >"
0x9B5148F2,"Sarah Turner","< 번역 누락 : 0x9B5148F2 >"
0x9B5148F3,"Scott Taylor","< 번역 누락 : 0x9B5148F3 >"
0x9B524929,"Sebastiean Koenig","< 번역 누락 : 0x9B524929 >"
0x9B52492A,"Sharon Andrews","< 번역 누락 : 0x9B52492A >"
0x9B52492B,"Shianna Huynh","< 번역 누락 : 0x9B52492B >"
0x9B52492C,"Starz Media / Film Roman","< 번역 누락 : 0x9B52492C >"
0x9B52492D,"Steven Sarron","< 번역 누락 : 0x9B52492D >"
0x9B52492E,"Stuart Lang","< 번역 누락 : 0x9B52492E >"
0x9B52492F,"Susan Santos","< 번역 누락 : 0x9B52492F >"
0x9B524930,"Tammy Schachter","< 번역 누락 : 0x9B524930 >"
0x9B524931,"Tanya, Ben, and QE","< 번역 누락 : 0x9B524931 >"
0x9B524932,"The amazing patience of my dog, Hoju","< 번역 누락 : 0x9B524932 >"
0x9B534968,"The Art Machine","< 번역 누락 : 0x9B534968 >"
0x9B534969,"Theresa Pugh","< 번역 누락 : 0x9B534969 >"
0x9B53496A,"Thomas Koed","< 번역 누락 : 0x9B53496A >"
0x9B53496B,"Tim Moore","< 번역 누락 : 0x9B53496B >"
0x9B53496C,"Todd Arnold","< 번역 누락 : 0x9B53496C >"
0x9B53496D,"Tom Rossi","< 번역 누락 : 0x9B53496D >"
0x9B53496E,"To my lovely wife, Dawn Pollak","< 번역 누락 : 0x9B53496E >"
0x9B53496F,"Tomasz Jarzebowski","< 번역 누락 : 0x9B53496F >"
0x9B534970,"Vanessa Cattau","< 번역 누락 : 0x9B534970 >"
0x9B534971,"Violet, mom and dad","< 번역 누락 : 0x9B534971 >"
0x9B5449A7,"Yvonne Milham","< 번역 누락 : 0x9B5449A7 >"
0x9B61D86A,"Collect 8 schematics","< 번역 누락 : 0x9B61D86A >"
0x9B6CCE08,"Low","낮 음"
0x9BF52567,"Bring this schematic to the store to unlock the Flamethrower.","상점에 가져가면 잠금이 해제됩니다."
0x9C08E113,"Manual Override?","< 번역 누락 : 0x9C08E113 >"
0x9C12C62E,"OBJECTIVE\nINACTIVE","목 표 제 외"
0x9C2020E0,"Captain's log, personal. I want to set the record straight. By the time this log is heard, my actions will have been vindicated. I'm a Unitologist. By now, it's probably no secret that we shouldn't be in this star system. Just another illegal mining job for the company... That is until the colony found the Marker. That was when the Church took an interest, and chose me to lead this pilgrimage.","< 번역 누락 : 0x9C2020E0 >"
0x9C2020E1,"They also ensured many of the mission crew were devout. My primary instruction was to get the Marker up from the colony and on board the ship. Dr. Kyne, the CSO, is an expert on the original Marker and was tasked with deciphering this new one. He says he's making good progress. My decision to quarantine the colony is sound.","< 번역 누락 : 0x9C2020E1 >"
0x9C2020E2,"They've got some kind of epidemic down there, and I can't allow it to infect the ship. Not with such a precious cargo. Not when we are so close! Planetcrack takes place tomorrow. We'll continue to decipher the Marker, and when we return home, we'll pass all our findings, and the Marker, to the Church. The government isn't going to cover this one up. Altman be praised.","< 번역 누락 : 0x9C2020E2 >"
0x9C30A61B,"RESTORE POWER?","전 원 복 구 ?"
0x9C30A61C,"POWER ACTIVATED","전 원 작 동 중"
0x9C30A61D,"POWER MALFUNCTION","동 력 고 장"
0x9C5BCFE5,"The captain's body has been... transfomed by one of those things.  I've got to take him down to get his RIG.","선장의 시체가 놈들처럼 변했다.제거하고 코드를 구해야 한다."
0x9C5BDB07,"Omz Velasco","< 번역 누락 : 0x9C5BDB07 >"
0x9C77188D,"Done","< 번역 누락 : 0x9C77188D >"
0x9C77189A,"Done","< 번역 누락 : 0x9C77189A >"
0x9C7EA6CA,"The Marker is on it's way up to the Hangar Bay.  Kyne should be arriving there now.","카인이 격납고로 오고 있다"
0x9C801AC4,"Done","< 번역 누락 : 0x9C801AC4 >"
0x9C801AD1,"Done","< 번역 누락 : 0x9C801AD1 >"
0x9C846423,"ARRAY FIXED","배 열 수 정"
0x9C9B23B1,"This will upgrade your HIT POINTS by %g pts.","< 번역 누락 : 0x9C9B23B1 >"
0x9CBFE37A,"ON MY WAY","이 동 중"
0x9CDDFA43,"Off","끔"
0x9CE16E96,"DECK B: PROCESSING","< 번역 누락 : 0x9CE16E96 >"
0x9D22EDA7,"MERCER'S EXPERIMENT 1","머 서 의 실 험 1"
0x9D753412,"Dino Ignacio","< 번역 누락 : 0x9D753412 >"
0x9D847413,"Transfer the Marker","마커를 이동시켜라"
0x9DA73E9F,"Deutsch","< 번역 누락 : 0x9DA73E9F >"
0x9DC1772B,"FOUND THE THERMITE","고 열 폭 약 발 견"
0x9DEEA5C2,"CHAOS","혼 란"
0x9E0A6EE9,"Chris Chikes","< 번역 누락 : 0x9E0A6EE9 >"
0x9E0A6EEA,"Marcus Egan","< 번역 누락 : 0x9E0A6EEA >"
0x9E0A6EEB,"Jason Heffel","< 번역 누락 : 0x9E0A6EEB >"
0x9E0C5134,"[Aim_Mode]","< 번역 누락 : 0x9E0C5134 >"
0x9E7B69CD,"FLAMETHROWER","화염 방사기"
0x9E8E4A61,"%gSec.","< 번역 누락 : 0x9E8E4A61 >"
0x9EC19EE9,"EYES ONLY - PRIORITY BLACK\nFROM: CHIEF OF STAFF, EARTH DEFENSE\nATTN: COMMANDER CADIGAN, F.\nOPERATION WHITE LIGHT\nTHEATER: AEGIS SYSTEM, PLANET PENDING\nOBJECTIVE: DEEP CLEANSE\nCEC vessel USG Ishimura in breach of government order. They are believed to have recovered Marker 3A. Special Ops has confirmed the system but has been unable to provide the planet location.\nSpecial Ops advises caution. If Marker 3A has been recovered, infection by a lethal organism is a credible threat.\nShockpoint to Aegis system, move to position out of local scope range and await signal from Ishimura to confirm location.","< 번역 누락 : 0x9EC19EE9 >"
